Numero;cat1;cat2;cat3;cat4;cat5;cat6;url
2950;Nonfiction;Biographies & Memoirs;Arts & Literature;Composers & Musicians;Country & Folk;;https://www.amazon.com/s?bbn=154759011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154755011%2Cn%3A154759011%2Cn%3A154765011&dc&qid=1690010854&rnid=154759011&ref=lp_154759011_nr_n_1
2951;Nonfiction;Biographies & Memoirs;Arts & Literature;Composers & Musicians;Jazz;;https://www.amazon.com/s?bbn=154759011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154755011%2Cn%3A154759011%2Cn%3A154767011&dc&qid=1690010854&rnid=154759011&ref=lp_154759011_nr_n_2
2952;Nonfiction;Biographies & Memoirs;Arts & Literature;Composers & Musicians;Pop;;https://www.amazon.com/s?bbn=154759011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154755011%2Cn%3A154759011%2Cn%3A154768011&dc&qid=1690010854&rnid=154759011&ref=lp_154759011_nr_n_3
2953;Nonfiction;Biographies & Memoirs;Arts & Literature;Composers & Musicians;Rhythm & Blues;;https://www.amazon.com/s?bbn=154759011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154755011%2Cn%3A154759011%2Cn%3A154769011&dc&qid=1690010854&rnid=154759011&ref=lp_154759011_nr_n_4
2954;Nonfiction;Biographies & Memoirs;Arts & Literature;Composers & Musicians;Rock;;https://www.amazon.com/s?bbn=154759011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154755011%2Cn%3A154759011%2Cn%3A154770011&dc&qid=1690010854&rnid=154759011&ref=lp_154759011_nr_n_5
2955;Nonfiction;Biographies & Memoirs;Arts & Literature;Composers & Musicians;Punk Rock;;https://www.amazon.com/s?bbn=154759011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154755011%2Cn%3A154759011%2Cn%3A10332406011&dc&qid=1690010854&rnid=154759011&ref=lp_154759011_nr_n_6
2956;Nonfiction;Biographies & Memoirs;Arts & Literature;Composers & Musicians;Rap & Hip-Hop;;https://www.amazon.com/s?bbn=154759011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154755011%2Cn%3A154759011%2Cn%3A10332407011&dc&qid=1690010854&rnid=154759011&ref=lp_154759011_nr_n_7
2957;Nonfiction;Biographies & Memoirs;Arts & Literature;Fashion;;;https://www.amazon.com/s?bbn=154755011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154755011%2Cn%3A17744482011&dc&qid=1690010843&rnid=154755011&ref=lp_154755011_nr_n_4
2958;Nonfiction;Biographies & Memoirs;Arts & Literature;Movie Directors;;;https://www.amazon.com/s?bbn=154755011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154755011%2Cn%3A154773011&dc&qid=1690010843&rnid=154755011&ref=lp_154755011_nr_n_5
2959;Nonfiction;Biographies & Memoirs;Cultural & Regional;Asian & Asian American;;;https://www.amazon.com/s?bbn=154777011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154777011%2Cn%3A17744484011&dc&qid=1690010880&rnid=154777011&ref=lp_154777011_nr_n_0
2960;Nonfiction;Biographies & Memoirs;Cultural & Regional;Black & African American;;;https://www.amazon.com/s?bbn=154777011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154777011%2Cn%3A17744483011&dc&qid=1690010880&rnid=154777011&ref=lp_154777011_nr_n_1
2961;Nonfiction;Biographies & Memoirs;Cultural & Regional;Hispanic & Latino;;;https://www.amazon.com/s?bbn=154777011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154777011%2Cn%3A17744485011&dc&qid=1690010880&rnid=154777011&ref=lp_154777011_nr_n_2
2962;Nonfiction;Biographies & Memoirs;Cultural & Regional;Jewish;;;https://www.amazon.com/s?bbn=154777011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154777011%2Cn%3A17744486011&dc&qid=1690010880&rnid=154777011&ref=lp_154777011_nr_n_3
2963;Nonfiction;Biographies & Memoirs;Historical;Africa;;;https://www.amazon.com/s?bbn=154781011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A10332408011&dc&qid=1690010891&rnid=154781011&ref=lp_154781011_nr_n_0
2964;Nonfiction;Biographies & Memoirs;Historical;Asia;;;https://www.amazon.com/s?bbn=154781011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A10332409011&dc&qid=1690010891&rnid=154781011&ref=lp_154781011_nr_n_1
2965;Nonfiction;Biographies & Memoirs;Historical;Canada;;;https://www.amazon.com/s?bbn=154781011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A10332410011&dc&qid=1690010891&rnid=154781011&ref=lp_154781011_nr_n_2
2966;Nonfiction;Biographies & Memoirs;Historical;Europe;France;;https://www.amazon.com/s?bbn=10332411011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A10332411011%2Cn%3A10332412011&dc&qid=1690010899&rnid=10332411011&ref=lp_10332411011_nr_n_0
2967;Nonfiction;Biographies & Memoirs;Historical;Europe;Germany;;https://www.amazon.com/s?bbn=10332411011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A10332411011%2Cn%3A10332414011&dc&qid=1690010899&rnid=10332411011&ref=lp_10332411011_nr_n_1
2968;Nonfiction;Biographies & Memoirs;Historical;Europe;Greece;;https://www.amazon.com/s?bbn=10332411011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A10332411011%2Cn%3A10332415011&dc&qid=1690010899&rnid=10332411011&ref=lp_10332411011_nr_n_2
2969;Nonfiction;Biographies & Memoirs;Historical;Europe;Ireland;;https://www.amazon.com/s?bbn=10332411011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A10332411011%2Cn%3A10332416011&dc&qid=1690010899&rnid=10332411011&ref=lp_10332411011_nr_n_3
2970;Nonfiction;Biographies & Memoirs;Historical;Europe;Italy & Rome;;https://www.amazon.com/s?bbn=10332411011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A10332411011%2Cn%3A10332417011&dc&qid=1690010899&rnid=10332411011&ref=lp_10332411011_nr_n_4
2971;Nonfiction;Biographies & Memoirs;Historical;Europe;Russia;;https://www.amazon.com/s?bbn=10332411011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A10332411011%2Cn%3A10332418011&dc&qid=1690010899&rnid=10332411011&ref=lp_10332411011_nr_n_5
2972;Nonfiction;Biographies & Memoirs;Historical;Europe;Spain & Portugal;;https://www.amazon.com/s?bbn=10332411011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A10332411011%2Cn%3A10332419011&dc&qid=1690010899&rnid=10332411011&ref=lp_10332411011_nr_n_6
2973;Nonfiction;Biographies & Memoirs;Historical;Europe;United Kingdom;;https://www.amazon.com/s?bbn=10332411011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A10332411011%2Cn%3A154782011&dc&qid=1690010899&rnid=10332411011&ref=lp_10332411011_nr_n_7
2974;Nonfiction;Biographies & Memoirs;Historical;Latin America;;;https://www.amazon.com/s?bbn=154781011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A10332420011&dc&qid=1690010891&rnid=154781011&ref=lp_154781011_nr_n_4
2975;Nonfiction;Biographies & Memoirs;Historical;Middle East;;;https://www.amazon.com/s?bbn=154781011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A10332421011&dc&qid=1690010891&rnid=154781011&ref=lp_154781011_nr_n_5
2976;Nonfiction;Biographies & Memoirs;Historical;Military & Wars;Afghan & Iraq Wars;Afghan War;https://www.amazon.com/s?bbn=10332422011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154787011%2Cn%3A10332422011%2Cn%3A10332423011&dc&qid=1690010922&rnid=10332422011&ref=lp_10332422011_nr_n_0
2977;Nonfiction;Biographies & Memoirs;Historical;Military & Wars;Afghan & Iraq Wars;Iraq War;https://www.amazon.com/s?bbn=10332422011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154787011%2Cn%3A10332422011%2Cn%3A10332424011&dc&qid=1690010922&rnid=10332422011&ref=lp_10332422011_nr_n_1
2978;Nonfiction;Biographies & Memoirs;Historical;Military & Wars;American Civil War;;https://www.amazon.com/s?bbn=154787011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154787011%2Cn%3A10332425011&dc&qid=1690010920&rnid=154787011&ref=lp_154787011_nr_n_1
2979;Nonfiction;Biographies & Memoirs;Historical;Military & Wars;American Revolution;;https://www.amazon.com/s?bbn=154787011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154787011%2Cn%3A10332426011&dc&qid=1690010920&rnid=154787011&ref=lp_154787011_nr_n_2
2980;Nonfiction;Biographies & Memoirs;Historical;Military & Wars;Branches;Air Force;https://www.amazon.com/s?bbn=10332427011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154787011%2Cn%3A10332427011%2Cn%3A10332428011&dc&qid=1690010931&rnid=10332427011&ref=lp_10332427011_nr_n_0
2981;Nonfiction;Biographies & Memoirs;Historical;Military & Wars;Branches;Army;https://www.amazon.com/s?bbn=10332427011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154787011%2Cn%3A10332427011%2Cn%3A10332429011&dc&qid=1690010931&rnid=10332427011&ref=lp_10332427011_nr_n_1
2982;Nonfiction;Biographies & Memoirs;Historical;Military & Wars;Branches;Marines;https://www.amazon.com/s?bbn=10332427011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154787011%2Cn%3A10332427011%2Cn%3A10332430011&dc&qid=1690010931&rnid=10332427011&ref=lp_10332427011_nr_n_2
2983;Nonfiction;Biographies & Memoirs;Historical;Military & Wars;Branches;Navy;https://www.amazon.com/s?bbn=10332427011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154787011%2Cn%3A10332427011%2Cn%3A10332431011&dc&qid=1690010931&rnid=10332427011&ref=lp_10332427011_nr_n_3
2984;Nonfiction;Biographies & Memoirs;Historical;Military & Wars;Cold War;;https://www.amazon.com/s?bbn=154787011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154787011%2Cn%3A10332432011&dc&qid=1690010920&rnid=154787011&ref=lp_154787011_nr_n_4
2985;Nonfiction;Biographies & Memoirs;Historical;Military & Wars;Vietnam War;;https://www.amazon.com/s?bbn=154787011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154787011%2Cn%3A10332434011&dc&qid=1690010920&rnid=154787011&ref=lp_154787011_nr_n_5
2986;Nonfiction;Biographies & Memoirs;Historical;Military & Wars;World War I;;https://www.amazon.com/s?bbn=154787011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154787011%2Cn%3A10332435011&dc&qid=1690010920&rnid=154787011&ref=lp_154787011_nr_n_6
2987;Nonfiction;Biographies & Memoirs;Historical;Military & Wars;World War II;;https://www.amazon.com/s?bbn=154787011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154787011%2Cn%3A10332436011&dc&qid=1690010920&rnid=154787011&ref=lp_154787011_nr_n_7
2988;Nonfiction;Biographies & Memoirs;Historical;United Kingdom;;;https://www.amazon.com/s?bbn=154781011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154782011&dc&qid=1690010891&rnid=154781011&ref=lp_154781011_nr_n_7
2989;Nonfiction;Biographies & Memoirs;Historical;United States;American Revolution;;https://www.amazon.com/s?bbn=154785011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154785011%2Cn%3A10332426011&dc&qid=1690010949&rnid=154785011&ref=lp_154785011_nr_n_0
2990;Nonfiction;Biographies & Memoirs;Historical;United States;Civil War;;https://www.amazon.com/s?bbn=154785011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154785011%2Cn%3A10332425011&dc&qid=1690010949&rnid=154785011&ref=lp_154785011_nr_n_1
2991;Nonfiction;Biographies & Memoirs;Historical;United States;Presidents;;https://www.amazon.com/s?bbn=154785011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154781011%2Cn%3A154785011%2Cn%3A10332440011&dc&qid=1690010949&rnid=154785011&ref=lp_154785011_nr_n_2
2992;Nonfiction;Biographies & Memoirs;Leaders & Notable People;Political;;;https://www.amazon.com/s?bbn=154786011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154786011%2Cn%3A154788011&dc&qid=1690010957&rnid=154786011&ref=lp_154786011_nr_n_0
2993;Nonfiction;Biographies & Memoirs;Leaders & Notable People;Presidents & Heads of State;British Prime Ministers;;https://www.amazon.com/s?bbn=154789011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154786011%2Cn%3A154789011%2Cn%3A10332438011&dc&qid=1690010960&rnid=154789011&ref=lp_154789011_nr_n_0
2994;Nonfiction;Biographies & Memoirs;Leaders & Notable People;Presidents & Heads of State;US Presidents;;https://www.amazon.com/s?bbn=154789011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154786011%2Cn%3A154789011%2Cn%3A10332440011&dc&qid=1690010960&rnid=154789011&ref=lp_154789011_nr_n_1
2995;Nonfiction;Biographies & Memoirs;Leaders & Notable People;Religious;Buddhism;;https://www.amazon.com/s?bbn=154790011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154786011%2Cn%3A154790011%2Cn%3A10332441011&dc&qid=1690010967&rnid=154790011&ref=lp_154790011_nr_n_0
2996;Nonfiction;Biographies & Memoirs;Leaders & Notable People;Religious;Catholicism;;https://www.amazon.com/s?bbn=154790011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154786011%2Cn%3A154790011%2Cn%3A10332442011&dc&qid=1690010967&rnid=154790011&ref=lp_154790011_nr_n_1
2997;Nonfiction;Biographies & Memoirs;Leaders & Notable People;Religious;Christianity;;https://www.amazon.com/s?bbn=154790011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154786011%2Cn%3A154790011%2Cn%3A10332443011&dc&qid=1690010967&rnid=154790011&ref=lp_154790011_nr_n_2
2998;Nonfiction;Biographies & Memoirs;Leaders & Notable People;Religious;Hinduism;;https://www.amazon.com/s?bbn=154790011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154786011%2Cn%3A154790011%2Cn%3A10332445011&dc&qid=1690010967&rnid=154790011&ref=lp_154790011_nr_n_3
2999;Nonfiction;Biographies & Memoirs;Leaders & Notable People;Religious;Islam;;https://www.amazon.com/s?bbn=154790011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154786011%2Cn%3A154790011%2Cn%3A10332446011&dc&qid=1690010967&rnid=154790011&ref=lp_154790011_nr_n_4
3000;Nonfiction;Biographies & Memoirs;Leaders & Notable People;Religious;Judaism;;https://www.amazon.com/s?bbn=154790011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154786011%2Cn%3A154790011%2Cn%3A10332447011&dc&qid=1690010967&rnid=154790011&ref=lp_154790011_nr_n_5
3001;Nonfiction;Biographies & Memoirs;Leaders & Notable People;Rich & Famous;;;https://www.amazon.com/s?bbn=154786011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154786011%2Cn%3A154791011&dc&qid=1690010957&rnid=154786011&ref=lp_154786011_nr_n_3
3002;Nonfiction;Biographies & Memoirs;Leaders & Notable People;Royalty;;;https://www.amazon.com/s?bbn=154786011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154786011%2Cn%3A154792011&dc&qid=1690010957&rnid=154786011&ref=lp_154786011_nr_n_4
3003;Nonfiction;Biographies & Memoirs;Leaders & Notable People;Social Activists;;;https://www.amazon.com/s?bbn=154786011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154786011%2Cn%3A6361567011&dc&qid=1690010957&rnid=154786011&ref=lp_154786011_nr_n_5
3004;Nonfiction;Biographies & Memoirs;LGBTQ+;;;;https://www.amazon.com/s?bbn=154754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A156425011&dc&qid=1690010840&rnid=154754011&ref=lp_154754011_nr_n_4
3005;Nonfiction;Biographies & Memoirs;Memoirs;;;;https://www.amazon.com/s?bbn=154754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154793011&dc&qid=1690010840&rnid=154754011&ref=lp_154754011_nr_n_5
3006;Nonfiction;Biographies & Memoirs;Professionals & Academics;Artists, Architects & Photographers;;;https://www.amazon.com/s?bbn=154794011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011%2Cn%3A154757011&dc&qid=1690010990&rnid=154794011&ref=lp_154794011_nr_n_0
3007;Nonfiction;Biographies & Memoirs;Professionals & Academics;Aviation & Nautical;;;https://www.amazon.com/s?bbn=154794011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011%2Cn%3A17744487011&dc&qid=1690010990&rnid=154794011&ref=lp_154794011_nr_n_1
3008;Nonfiction;Biographies & Memoirs;Professionals & Academics;Business;;;https://www.amazon.com/s?bbn=154794011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011%2Cn%3A154796011&dc&qid=1690010990&rnid=154794011&ref=lp_154794011_nr_n_2
3009;Nonfiction;Biographies & Memoirs;Professionals & Academics;Chefs;;;https://www.amazon.com/s?bbn=154794011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011%2Cn%3A6361569011&dc&qid=1690010990&rnid=154794011&ref=lp_154794011_nr_n_3
3010;Nonfiction;Biographies & Memoirs;Professionals & Academics;Educators;;;https://www.amazon.com/s?bbn=154794011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011%2Cn%3A154797011&dc&qid=1690010990&rnid=154794011&ref=lp_154794011_nr_n_4
3011;Nonfiction;Biographies & Memoirs;Professionals & Academics;Environmentalists & Naturalists;;;https://www.amazon.com/s?bbn=154794011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011%2Cn%3A10332450011&dc&qid=1690010990&rnid=154794011&ref=lp_154794011_nr_n_5
3012;Nonfiction;Biographies & Memoirs;Professionals & Academics;Fire & Emergency Services;;;https://www.amazon.com/s?bbn=154794011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011%2Cn%3A17744488011&dc&qid=1690010990&rnid=154794011&ref=lp_154794011_nr_n_6
3013;Nonfiction;Biographies & Memoirs;Professionals & Academics;Journalists;;;https://www.amazon.com/s?bbn=154794011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011%2Cn%3A154798011&dc&qid=1690010990&rnid=154794011&ref=lp_154794011_nr_n_7
3014;Nonfiction;Biographies & Memoirs;Professionals & Academics;Law Enforcement;;;https://www.amazon.com/s?bbn=154794011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011%2Cn%3A6361568011&dc&qid=1690010990&rnid=154794011&ref=lp_154794011_nr_n_8
3015;Nonfiction;Biographies & Memoirs;Professionals & Academics;Lawyers & Judges;;;https://www.amazon.com/s?bbn=154794011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011%2Cn%3A154799011&dc&qid=1690010990&rnid=154794011&ref=lp_154794011_nr_n_9
3016;Nonfiction;Biographies & Memoirs;Professionals & Academics;Medical;;;https://www.amazon.com/s?bbn=154794011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011%2Cn%3A154800011&dc&qid=1690010990&rnid=154794011&ref=lp_154794011_nr_n_10
3017;Nonfiction;Biographies & Memoirs;Professionals & Academics;Military & Spies;;;https://www.amazon.com/s?bbn=154794011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011%2Cn%3A154801011&dc&qid=1690010990&rnid=154794011&ref=lp_154794011_nr_n_11
3018;Nonfiction;Biographies & Memoirs;Professionals & Academics;Philosophers;;;https://www.amazon.com/s?bbn=154794011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011%2Cn%3A154802011&dc&qid=1690010990&rnid=154794011&ref=lp_154794011_nr_n_12
3019;Nonfiction;Biographies & Memoirs;Professionals & Academics;Scientists;;;https://www.amazon.com/s?bbn=154794011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011%2Cn%3A154803011&dc&qid=1690010990&rnid=154794011&ref=lp_154794011_nr_n_13
3020;Nonfiction;Biographies & Memoirs;Professionals & Academics;Social Scientists & Psychologists;;;https://www.amazon.com/s?bbn=154794011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011%2Cn%3A154804011&dc&qid=1690010990&rnid=154794011&ref=lp_154794011_nr_n_14
3021;Nonfiction;Biographies & Memoirs;Reference & Collections;;;;https://www.amazon.com/s?bbn=154754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154806011&dc&qid=1690010840&rnid=154754011&ref=lp_154754011_nr_n_7
3022;Nonfiction;Biographies & Memoirs;Sports & Outdoor;Adventurers & Explorers;;;https://www.amazon.com/s?bbn=159828011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A159818011%2Cn%3A159828011%2Cn%3A154815011&dc&qid=1690011023&rnid=159828011&ref=lp_159828011_nr_n_0
3023;Nonfiction;Biographies & Memoirs;Sports & Outdoor;Baseball;;;https://www.amazon.com/s?bbn=159828011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A159818011%2Cn%3A159828011%2Cn%3A159829011&dc&qid=1690011023&rnid=159828011&ref=lp_159828011_nr_n_1
3024;Nonfiction;Biographies & Memoirs;Sports & Outdoor;Basketball;;;https://www.amazon.com/s?bbn=159828011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A159818011%2Cn%3A159828011%2Cn%3A159830011&dc&qid=1690011023&rnid=159828011&ref=lp_159828011_nr_n_2
3025;Nonfiction;Biographies & Memoirs;Sports & Outdoor;Boxing;;;https://www.amazon.com/s?bbn=159828011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A159818011%2Cn%3A159828011%2Cn%3A10332455011&dc&qid=1690011023&rnid=159828011&ref=lp_159828011_nr_n_3
3026;Nonfiction;Biographies & Memoirs;Sports & Outdoor;Football;;;https://www.amazon.com/s?bbn=159828011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A159818011%2Cn%3A159828011%2Cn%3A159831011&dc&qid=1690011023&rnid=159828011&ref=lp_159828011_nr_n_4
3027;Nonfiction;Biographies & Memoirs;Sports & Outdoor;Golf;;;https://www.amazon.com/s?bbn=159828011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A159818011%2Cn%3A159828011%2Cn%3A10332456011&dc&qid=1690011023&rnid=159828011&ref=lp_159828011_nr_n_5
3028;Nonfiction;Biographies & Memoirs;Sports & Outdoor;Hockey;;;https://www.amazon.com/s?bbn=159828011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A159818011%2Cn%3A159828011%2Cn%3A10332457011&dc&qid=1690011023&rnid=159828011&ref=lp_159828011_nr_n_6
3029;Nonfiction;Biographies & Memoirs;Sports & Outdoor;Motor Sports;;;https://www.amazon.com/s?bbn=159828011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A159818011%2Cn%3A159828011%2Cn%3A10332458011&dc&qid=1690011023&rnid=159828011&ref=lp_159828011_nr_n_7
3030;Nonfiction;Biographies & Memoirs;Sports & Outdoor;Rugby;;;https://www.amazon.com/s?bbn=159828011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A159818011%2Cn%3A159828011%2Cn%3A10332459011&dc&qid=1690011023&rnid=159828011&ref=lp_159828011_nr_n_8
3031;Nonfiction;Biographies & Memoirs;Sports & Outdoor;Soccer;;;https://www.amazon.com/s?bbn=159828011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A159818011%2Cn%3A159828011%2Cn%3A10332460011&dc&qid=1690011023&rnid=159828011&ref=lp_159828011_nr_n_9
3032;Nonfiction;Biographies & Memoirs;Survival;;;;https://www.amazon.com/s?bbn=154754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A17744489011&dc&qid=1690010840&rnid=154754011&ref=lp_154754011_nr_n_9
3033;Nonfiction;Biographies & Memoirs;Travel;;;;https://www.amazon.com/s?bbn=154754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154820011&dc&qid=1690010840&rnid=154754011&ref=lp_154754011_nr_n_10
3034;Nonfiction;Biographies & Memoirs;True Crime;Abductions, Kidnappings & Missing Persons;;;https://www.amazon.com/s?bbn=157554011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A157554011%2Cn%3A17744490011&dc&qid=1690011048&rnid=157554011&ref=lp_157554011_nr_n_0
3035;Nonfiction;Biographies & Memoirs;True Crime;Criminals;;;https://www.amazon.com/s?bbn=157554011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A157554011%2Cn%3A154816011&dc&qid=1690011048&rnid=157554011&ref=lp_157554011_nr_n_1
3036;Nonfiction;Biographies & Memoirs;True Crime;Espionage;;;https://www.amazon.com/s?bbn=157554011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A157554011%2Cn%3A157555011&dc&qid=1690011048&rnid=157554011&ref=lp_157554011_nr_n_2
3037;Nonfiction;Biographies & Memoirs;True Crime;Forensics;;;https://www.amazon.com/s?bbn=157554011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A157554011%2Cn%3A17744491011&dc&qid=1690011048&rnid=157554011&ref=lp_157554011_nr_n_3
3038;Nonfiction;Biographies & Memoirs;True Crime;Heists & Robberies;;;https://www.amazon.com/s?bbn=157554011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A157554011%2Cn%3A17744492011&dc&qid=1690011048&rnid=157554011&ref=lp_157554011_nr_n_4
