Numero;cat1;cat2;cat3;cat4;cat5;cat6;url
4756;Teen & Young Adult;Education & Reference;Social Science;Media Studies;;;https://www.amazon.com/s?bbn=7006594011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064556011%2Cn%3A7006594011%2Cn%3A15248962011&dc&qid=1690495600&rnid=7006594011&ref=lp_7006594011_nr_n_1
4757;Teen & Young Adult;Education & Reference;Social Science;Politics & Government;;;https://www.amazon.com/s?bbn=7006594011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064556011%2Cn%3A7006594011%2Cn%3A7006598011&dc&qid=1690495600&rnid=7006594011&ref=lp_7006594011_nr_n_2
4758;Teen & Young Adult;Education & Reference;Social Science;Psychology;;;https://www.amazon.com/s?bbn=7006594011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064556011%2Cn%3A7006594011%2Cn%3A7006599011&dc&qid=1690495600&rnid=7006594011&ref=lp_7006594011_nr_n_3
4759;Teen & Young Adult;Education & Reference;Social Science;Sociology;;;https://www.amazon.com/s?bbn=7006594011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064556011%2Cn%3A7006594011%2Cn%3A7006600011&dc&qid=1690495600&rnid=7006594011&ref=lp_7006594011_nr_n_4
4760;Teen & Young Adult;Education & Reference;Study Aids;Advanced Placement;;;https://www.amazon.com/s?bbn=7006601011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064556011%2Cn%3A7006601011%2Cn%3A7006602011&dc&qid=1690495611&rnid=7006601011&ref=lp_7006601011_nr_n_0
4761;Teen & Young Adult;Education & Reference;Study Aids;Book Notes;;;https://www.amazon.com/s?bbn=7006601011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064556011%2Cn%3A7006601011%2Cn%3A7006603011&dc&qid=1690495611&rnid=7006601011&ref=lp_7006601011_nr_n_1
4762;Teen & Young Adult;Education & Reference;Study Aids;College Entrance;;;https://www.amazon.com/s?bbn=7006601011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064556011%2Cn%3A7006601011%2Cn%3A7006604011&dc&qid=1690495611&rnid=7006601011&ref=lp_7006601011_nr_n_2
4763;Teen & Young Adult;Education & Reference;Study Aids;College Guides;;;https://www.amazon.com/s?bbn=7006601011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064556011%2Cn%3A7006601011%2Cn%3A7006605011&dc&qid=1690495611&rnid=7006601011&ref=lp_7006601011_nr_n_3
4764;Teen & Young Adult;Education & Reference;Study Aids;SAT;;;https://www.amazon.com/s?bbn=7006601011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064556011%2Cn%3A7006601011%2Cn%3A7006609011&dc&qid=1690495611&rnid=7006601011&ref=lp_7006601011_nr_n_4
4765;Teen & Young Adult;Education & Reference;Study Aids;Test Prep;;;https://www.amazon.com/s?bbn=7006601011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064556011%2Cn%3A7006601011%2Cn%3A7006610011&dc&qid=1690495611&rnid=7006601011&ref=lp_7006601011_nr_n_5
4766;Teen & Young Adult;Historical Fiction;Ancient Civilizations;;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006612011&dc&qid=1690495623&rnid=6064558011&ref=lp_6064558011_nr_n_0
4767;Teen & Young Adult;Historical Fiction;Asia;;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A15248964011&dc&qid=1690495623&rnid=6064558011&ref=lp_6064558011_nr_n_1
4768;Teen & Young Adult;Historical Fiction;Biographical;;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A15248965011&dc&qid=1690495623&rnid=6064558011&ref=lp_6064558011_nr_n_2
4769;Teen & Young Adult;Historical Fiction;Canada;;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A15248966011&dc&qid=1690495623&rnid=6064558011&ref=lp_6064558011_nr_n_3
4770;Teen & Young Adult;Historical Fiction;Europe;;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006613011&dc&qid=1690495623&rnid=6064558011&ref=lp_6064558011_nr_n_4
4771;Teen & Young Adult;Historical Fiction;Exploration & Discoveries;;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006614011&dc&qid=1690495623&rnid=6064558011&ref=lp_6064558011_nr_n_5
4772;Teen & Young Adult;Historical Fiction;Holocaust;;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006616011&dc&qid=1690495623&rnid=6064558011&ref=lp_6064558011_nr_n_6
4773;Teen & Young Adult;Historical Fiction;Medieval;;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006617011&dc&qid=1690495623&rnid=6064558011&ref=lp_6064558011_nr_n_7
4774;Teen & Young Adult;Historical Fiction;Military & Wars;;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006618011&dc&qid=1690495623&rnid=6064558011&ref=lp_6064558011_nr_n_8
4775;Teen & Young Adult;Historical Fiction;Renaissance;;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006620011&dc&qid=1690495623&rnid=6064558011&ref=lp_6064558011_nr_n_9
4776;Teen & Young Adult;Historical Fiction;United States;19th Century;;;https://www.amazon.com/s?bbn=7006621011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006621011%2Cn%3A15248968011&dc&qid=1690495643&rnid=7006621011&ref=lp_7006621011_nr_n_0
4777;Teen & Young Adult;Historical Fiction;United States;20th Century;;;https://www.amazon.com/s?bbn=7006621011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006621011%2Cn%3A15248969011&dc&qid=1690495643&rnid=7006621011&ref=lp_7006621011_nr_n_1
4778;Teen & Young Adult;Historical Fiction;United States;Civil War Period (1850-1877);;;https://www.amazon.com/s?bbn=7006621011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006621011%2Cn%3A15248971011&dc&qid=1690495643&rnid=7006621011&ref=lp_7006621011_nr_n_2
4779;Teen & Young Adult;Historical Fiction;United States;Colonial & Revolutionary Periods;;;https://www.amazon.com/s?bbn=7006621011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006621011%2Cn%3A15248972011&dc&qid=1690495643&rnid=7006621011&ref=lp_7006621011_nr_n_3
4780;Teen & Young Adult;Hobbies & Games;Computers;;;;https://www.amazon.com/s?bbn=15248973011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A15248973011%2Cn%3A7006564011&dc&qid=1690495652&rnid=15248973011&ref=lp_15248973011_nr_n_0
4781;Teen & Young Adult;Hobbies & Games;Cooking & Food;;;;https://www.amazon.com/s?bbn=15248973011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A15248973011%2Cn%3A15248975011&dc&qid=1690495652&rnid=15248973011&ref=lp_15248973011_nr_n_1
4782;Teen & Young Adult;Hobbies & Games;Crafts & Hobbies;;;;https://www.amazon.com/s?bbn=15248973011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A15248973011%2Cn%3A15248976011&dc&qid=1690495652&rnid=15248973011&ref=lp_15248973011_nr_n_2
4783;Teen & Young Adult;Hobbies & Games;Games & Activities;;;;https://www.amazon.com/s?bbn=15248973011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A15248973011%2Cn%3A15248977011&dc&qid=1690495652&rnid=15248973011&ref=lp_15248973011_nr_n_3
4784;Teen & Young Adult;Horror;Dark Fantasy;;;;https://www.amazon.com/s?bbn=6064559011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064559011%2Cn%3A15249162011&dc&qid=1690495661&rnid=6064559011&ref=lp_6064559011_nr_n_0
4785;Teen & Young Adult;Horror;Ghost Stories;;;;https://www.amazon.com/s?bbn=6064559011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064559011%2Cn%3A15248987011&dc&qid=1690495661&rnid=6064559011&ref=lp_6064559011_nr_n_1
4786;Teen & Young Adult;Horror;Monsters;;;;https://www.amazon.com/s?bbn=6064559011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064559011%2Cn%3A15248989011&dc&qid=1690495661&rnid=6064559011&ref=lp_6064559011_nr_n_2
4787;Teen & Young Adult;Horror;Zombies;;;;https://www.amazon.com/s?bbn=6064559011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064559011%2Cn%3A15249175011&dc&qid=1690495661&rnid=6064559011&ref=lp_6064559011_nr_n_3
4788;Teen & Young Adult;Humor;;;;;https://www.amazon.com/s?bbn=3511261011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A15248990011&dc&qid=1690495461&rnid=3511261011&ref=lp_3511261011_nr_n_7
4789;Teen & Young Adult;LGBTQ+;Romance;;;;https://www.amazon.com/s?bbn=15248991011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A15248991011%2Cn%3A15248994011&dc&qid=1690495671&rnid=15248991011&ref=lp_15248991011_nr_n_0
4790;Teen & Young Adult;LGBTQ+;Fiction;;;;https://www.amazon.com/s?bbn=15248991011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A15248991011%2Cn%3A7006624011&dc&qid=1690495671&rnid=15248991011&ref=lp_15248991011_nr_n_1
4791;Teen & Young Adult;LGBTQ+;Nonfiction;;;;https://www.amazon.com/s?bbn=15248991011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A15248991011%2Cn%3A7006676011&dc&qid=1690495671&rnid=15248991011&ref=lp_15248991011_nr_n_2
4792;Teen & Young Adult;LGBTQ+;Comics & Graphic Novels;;;;https://www.amazon.com/s?bbn=15248991011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A15248991011%2Cn%3A16232527011&dc&qid=1690495671&rnid=15248991011&ref=lp_15248991011_nr_n_3
4793;Teen & Young Adult;Literature & Fiction;Action & Adventure;Interactive Adventures;;;https://www.amazon.com/s?bbn=7006622011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A7006622011%2Cn%3A15248997011&dc&qid=1690495681&rnid=7006622011&ref=lp_7006622011_nr_n_0
4794;Teen & Young Adult;Literature & Fiction;Action & Adventure;Pirates;;;https://www.amazon.com/s?bbn=7006622011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A7006622011%2Cn%3A15248998011&dc&qid=1690495681&rnid=7006622011&ref=lp_7006622011_nr_n_1
4795;Teen & Young Adult;Literature & Fiction;Action & Adventure;Survival Stories;;;https://www.amazon.com/s?bbn=7006622011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A7006622011%2Cn%3A15248999011&dc&qid=1690495681&rnid=7006622011&ref=lp_7006622011_nr_n_2
4796;Teen & Young Adult;Literature & Fiction;Action & Adventure;Travel;;;https://www.amazon.com/s?bbn=7006622011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A7006622011%2Cn%3A15249000011&dc&qid=1690495681&rnid=7006622011&ref=lp_7006622011_nr_n_3
4797;Teen & Young Adult;Literature & Fiction;Art & Music;Art;;;https://www.amazon.com/s?bbn=15249001011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249001011%2Cn%3A15249002011&dc&qid=1690495690&rnid=15249001011&ref=lp_15249001011_nr_n_0
4798;Teen & Young Adult;Literature & Fiction;Art & Music;Performing Arts;Dance;;https://www.amazon.com/s?bbn=15249004011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249001011%2Cn%3A15249004011%2Cn%3A15249005011&dc&qid=1690495693&rnid=15249004011&ref=lp_15249004011_nr_n_0
4799;Teen & Young Adult;Literature & Fiction;Art & Music;Performing Arts;Film;;https://www.amazon.com/s?bbn=15249004011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249001011%2Cn%3A15249004011%2Cn%3A15249006011&dc&qid=1690495693&rnid=15249004011&ref=lp_15249004011_nr_n_1
4800;Teen & Young Adult;Literature & Fiction;Art & Music;Performing Arts;Music;;https://www.amazon.com/s?bbn=15249004011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249001011%2Cn%3A15249004011%2Cn%3A15249008011&dc&qid=1690495693&rnid=15249004011&ref=lp_15249004011_nr_n_2
4801;Teen & Young Adult;Literature & Fiction;Art & Music;Performing Arts;Theater & Musicals;;https://www.amazon.com/s?bbn=15249004011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249001011%2Cn%3A15249004011%2Cn%3A15249010011&dc&qid=1690495693&rnid=15249004011&ref=lp_15249004011_nr_n_3
4802;Teen & Young Adult;Literature & Fiction;Art & Music;Performing Arts;TV & Radio;;https://www.amazon.com/s?bbn=15249004011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249001011%2Cn%3A15249004011%2Cn%3A15249009011&dc&qid=1690495693&rnid=15249004011&ref=lp_15249004011_nr_n_4
4803;Teen & Young Adult;Literature & Fiction;Books & Libraries;;;;https://www.amazon.com/s?bbn=6064561011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249011011&dc&qid=1690495679&rnid=6064561011&ref=lp_6064561011_nr_n_2
4804;Teen & Young Adult;Literature & Fiction;Careers;;;;https://www.amazon.com/s?bbn=6064561011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249012011&dc&qid=1690495679&rnid=6064561011&ref=lp_6064561011_nr_n_3
4805;Teen & Young Adult;Literature & Fiction;Classics;;;;https://www.amazon.com/s?bbn=6064561011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A6110892011&dc&qid=1690495679&rnid=6064561011&ref=lp_6064561011_nr_n_4
4806;Teen & Young Adult;Literature & Fiction;Coming of Age;;;;https://www.amazon.com/s?bbn=6064561011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249013011&dc&qid=1690495679&rnid=6064561011&ref=lp_6064561011_nr_n_5
4807;Teen & Young Adult;Literature & Fiction;Geography & Cultures;Africa;;;https://www.amazon.com/s?bbn=15249015011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249015011%2Cn%3A15249017011&dc&qid=1690495711&rnid=15249015011&ref=lp_15249015011_nr_n_0
4808;Teen & Young Adult;Literature & Fiction;Geography & Cultures;Asia;;;https://www.amazon.com/s?bbn=15249015011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249015011%2Cn%3A15249018011&dc&qid=1690495711&rnid=15249015011&ref=lp_15249015011_nr_n_1
4809;Teen & Young Adult;Literature & Fiction;Geography & Cultures;Australia;;;https://www.amazon.com/s?bbn=15249015011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249015011%2Cn%3A15249019011&dc&qid=1690495711&rnid=15249015011&ref=lp_15249015011_nr_n_2
4810;Teen & Young Adult;Literature & Fiction;Geography & Cultures;Canada;;;https://www.amazon.com/s?bbn=15249015011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249015011%2Cn%3A15249020011&dc&qid=1690495711&rnid=15249015011&ref=lp_15249015011_nr_n_3
4811;Teen & Young Adult;Literature & Fiction;Geography & Cultures;Caribbean;;;https://www.amazon.com/s?bbn=15249015011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249015011%2Cn%3A15249021011&dc&qid=1690495711&rnid=15249015011&ref=lp_15249015011_nr_n_4
4812;Teen & Young Adult;Literature & Fiction;Geography & Cultures;Europe;;;https://www.amazon.com/s?bbn=15249015011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249015011%2Cn%3A15249022011&dc&qid=1690495711&rnid=15249015011&ref=lp_15249015011_nr_n_5
4813;Teen & Young Adult;Literature & Fiction;Geography & Cultures;Middle East;;;https://www.amazon.com/s?bbn=15249015011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249015011%2Cn%3A15249025011&dc&qid=1690495711&rnid=15249015011&ref=lp_15249015011_nr_n_6
4814;Teen & Young Adult;Literature & Fiction;Geography & Cultures;United States;Black & African American;;https://www.amazon.com/s?bbn=15249027011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249015011%2Cn%3A15249027011%2Cn%3A15249028011&dc&qid=1690495725&rnid=15249027011&ref=lp_15249027011_nr_n_0
4815;Teen & Young Adult;Literature & Fiction;Geography & Cultures;United States;Asian American;;https://www.amazon.com/s?bbn=15249027011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249015011%2Cn%3A15249027011%2Cn%3A15249029011&dc&qid=1690495725&rnid=15249027011&ref=lp_15249027011_nr_n_1
4816;Teen & Young Adult;Literature & Fiction;Geography & Cultures;United States;Hispanic & Latino;;https://www.amazon.com/s?bbn=15249027011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249015011%2Cn%3A15249027011%2Cn%3A15249031011&dc&qid=1690495725&rnid=15249027011&ref=lp_15249027011_nr_n_2
4817;Teen & Young Adult;Literature & Fiction;Geography & Cultures;United States;Native American;;https://www.amazon.com/s?bbn=15249027011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249015011%2Cn%3A15249027011%2Cn%3A15249032011&dc&qid=1690495725&rnid=15249027011&ref=lp_15249027011_nr_n_3
4818;Teen & Young Adult;Literature & Fiction;Geography & Cultures;Where We Live;City & Town Life;;https://www.amazon.com/s?bbn=15249033011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249015011%2Cn%3A15249033011%2Cn%3A15249034011&dc&qid=1690495734&rnid=15249033011&ref=lp_15249033011_nr_n_0
4819;Teen & Young Adult;Literature & Fiction;Geography & Cultures;Where We Live;Country Life;;https://www.amazon.com/s?bbn=15249033011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249015011%2Cn%3A15249033011%2Cn%3A15249035011&dc&qid=1690495734&rnid=15249033011&ref=lp_15249033011_nr_n_1
4820;Teen & Young Adult;Literature & Fiction;Geography & Cultures;Where We Live;Farm & Ranch Life;;https://www.amazon.com/s?bbn=15249033011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064561011%2Cn%3A15249015011%2Cn%3A15249033011%2Cn%3A15249036011&dc&qid=1690495734&rnid=15249033011&ref=lp_15249033011_nr_n_2
4821;Teen & Young Adult;Literature & Fiction;Historical Fiction;Ancient Civilizations;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006612011&dc&qid=1690495741&rnid=6064558011&ref=lp_6064558011_nr_n_0
4822;Teen & Young Adult;Literature & Fiction;Historical Fiction;Asia;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A15248964011&dc&qid=1690495741&rnid=6064558011&ref=lp_6064558011_nr_n_1
4823;Teen & Young Adult;Literature & Fiction;Historical Fiction;Biographical;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A15248965011&dc&qid=1690495741&rnid=6064558011&ref=lp_6064558011_nr_n_2
4824;Teen & Young Adult;Literature & Fiction;Historical Fiction;Canada;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A15248966011&dc&qid=1690495741&rnid=6064558011&ref=lp_6064558011_nr_n_3
4825;Teen & Young Adult;Literature & Fiction;Historical Fiction;Europe;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006613011&dc&qid=1690495741&rnid=6064558011&ref=lp_6064558011_nr_n_4
4826;Teen & Young Adult;Literature & Fiction;Historical Fiction;Exploration & Discoveries;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006614011&dc&qid=1690495741&rnid=6064558011&ref=lp_6064558011_nr_n_5
4827;Teen & Young Adult;Literature & Fiction;Historical Fiction;Holocaust;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006616011&dc&qid=1690495741&rnid=6064558011&ref=lp_6064558011_nr_n_6
4828;Teen & Young Adult;Literature & Fiction;Historical Fiction;Medieval;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006617011&dc&qid=1690495741&rnid=6064558011&ref=lp_6064558011_nr_n_7
4829;Teen & Young Adult;Literature & Fiction;Historical Fiction;Military & Wars;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006618011&dc&qid=1690495741&rnid=6064558011&ref=lp_6064558011_nr_n_8
4830;Teen & Young Adult;Literature & Fiction;Historical Fiction;Renaissance;;;https://www.amazon.com/s?bbn=6064558011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A3511261011%2Cn%3A6064558011%2Cn%3A7006620011&dc&qid=1690495741&rnid=6064558011&ref=lp_6064558011_nr_n_9
